number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at
INC0000774,New,true,0,0,0,true,Caller 3166,?,1/3/2016 14:51,?,?,Updated by 908,1/3/2016 14:51,Phone,Location 161,Category 47,Subcategory 164,Symptom 37,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 8,Resolved by 170,3/3/2016 17:38,8/3/2016 18:00
INC0000774,New,true,1,0,1,true,Caller 3166,?,1/3/2016 14:51,?,?,Updated by 746,2/3/2016 02:35,Phone,Location 161,Category 47,Subcategory 164,Symptom 37,?,2 - Medium,2 - Medium,3 - Moderate,Group 49,?,true,false,Do Not Notify,?,?,?,?,code 8,Resolved by 170,3/3/2016 17:38,8/3/2016 18:00
INC0000774,New,true,1,0,2,true,Caller 3166,?,1/3/2016 14:51,?,?,Updated by 447,2/3/2016 08:15,Phone,Location 161,Category 47,Subcategory 164,Symptom 37,?,2 - Medium,2 - Medium,3 - Moderate,Group 49,?,true,false,Do Not Notify,?,?,?,?,code 8,Resolved by 170,3/3/2016 17:38,8/3/2016 18:00
INC0000774,New,true,2,0,3,true,Caller 3166,?,1/3/2016 14:51,?,?,Updated by 447,2/3/2016 08:15,Phone,Location 161,Category 53,Subcategory 130,Symptom 37,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 8,Resolved by 170,3/3/2016 17:38,8/3/2016 18:00
INC0000774,New,true,3,0,4,true,Caller 3166,?,1/3/2016 14:51,?,?,Updated by 578,2/3/2016 21:09,Phone,Location 161,Category 53,Subcategory 114,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,?,true,false,Do Not Notify,?,?,?,?,code 8,Resolved by 170,3/3/2016 17:38,8/3/2016 18:00
INC0000774,Active,true,3,0,5,true,Caller 3166,?,1/3/2016 14:51,?,?,Updated by 804,3/3/2016 08:15,Phone,Location 161,Category 53,Subcategory 114,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 203,true,false,Do Not Notify,?,?,?,?,code 8,Resolved by 170,3/3/2016 17:38,8/3/2016 18:00
INC0000774,Awaiting User Info,true,3,0,6,true,Caller 3166,?,1/3/2016 14:51,?,?,Updated by 804,3/3/2016 08:16,Phone,Location 161,Category 53,Subcategory 114,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 203,true,false,Do Not Notify,?,?,?,?,code 8,Resolved by 170,3/3/2016 17:38,8/3/2016 18:00
INC0000774,Awaiting User Info,true,4,0,7,true,Caller 3166,?,1/3/2016 14:51,?,?,Updated by 804,3/3/2016 08:34,Phone,Location 161,Category 53,Subcategory 114,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 8,Resolved by 170,3/3/2016 17:38,8/3/2016 18:00
INC0000774,Awaiting User Info,true,4,0,8,true,Caller 3166,?,1/3/2016 14:51,?,?,Updated by 727,3/3/2016 17:38,Phone,Location 161,Category 53,Subcategory 114,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 8,Resolved by 170,3/3/2016 17:38,8/3/2016 18:00
INC0000774,Resolved,true,4,0,9,true,Caller 3166,?,1/3/2016 14:51,?,?,Updated by 727,3/3/2016 17:38,Phone,Location 161,Category 53,Subcategory 114,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 8,Resolved by 170,3/3/2016 17:38,8/3/2016 18:00
INC0000774,Closed,false,4,0,10,true,Caller 3166,?,1/3/2016 14:51,?,?,Updated by 908,8/3/2016 18:00,Phone,Location 161,Category 53,Subcategory 114,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 8,Resolved by 170,3/3/2016 17:38,8/3/2016 18:00
INC0000775,New,true,0,0,0,true,Caller 4854,Opened by  301,1/3/2016 14:54,Created by 129,1/3/2016 15:14,Updated by 573,1/3/2016 15:14,Phone,Location 204,Category 45,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 139,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 125,1/3/2016 16:01,6/3/2016 17:00
INC0000775,Active,true,0,0,1,true,Caller 4854,Opened by  301,1/3/2016 14:54,Created by 129,1/3/2016 15:14,Updated by 495,1/3/2016 15:43,Phone,Location 204,Category 45,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 139,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 125,1/3/2016 16:01,6/3/2016 17:00
INC0000775,Resolved,true,0,0,2,true,Caller 4854,Opened by  301,1/3/2016 14:54,Created by 129,1/3/2016 15:14,Updated by 495,1/3/2016 16:01,Phone,Location 204,Category 45,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 139,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 125,1/3/2016 16:01,6/3/2016 17:00
INC0000775,Closed,false,0,0,3,true,Caller 4854,Opened by  301,1/3/2016 14:54,Created by 129,1/3/2016 15:14,Updated by 908,6/3/2016 17:00,Phone,Location 204,Category 45,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 139,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 125,1/3/2016 16:01,6/3/2016 17:00
INC0000777,New,true,0,0,0,true,Caller 1441,Opened by  221,1/3/2016 14:55,Created by 98,1/3/2016 15:02,Updated by 429,1/3/2016 15:02,Phone,Location 72,Category 24,Subcategory 228,?,?,1 - High,2 - Medium,2 - High,Group 25,?,true,false,Do Not Notify,?,?,?,?,code 7,Resolved by 169,1/3/2016 15:12,6/3/2016 16:00
INC0000777,Resolved,true,0,0,1,true,Caller 1441,Opened by  221,1/3/2016 14:55,Created by 98,1/3/2016 15:02,Updated by 723,1/3/2016 15:12,Phone,Location 72,Category 24,Subcategory 228,?,?,1 - High,2 - Medium,2 - High,Group 25,?,true,false,Do Not Notify,?,?,?,?,code 7,Resolved by 169,1/3/2016 15:12,6/3/2016 16:00
INC0000777,Closed,false,0,0,2,false,Caller 1441,Opened by  221,1/3/2016 14:55,Created by 98,1/3/2016 15:02,Updated by 908,6/3/2016 16:00,Phone,Location 72,Category 24,Subcategory 228,?,?,1 - High,2 - Medium,2 - High,Group 25,?,true,false,Do Not Notify,?,?,?,?,code 7,Resolved by 169,1/3/2016 15:12,6/3/2016 16:00
INC0000778,Active,true,0,0,0,true,Caller 1129,?,1/3/2016 14:56,Created by 89,1/3/2016 15:03,Updated by 370,1/3/2016 15:03,Phone,Location 93,Category 42,Subcategory 31,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 22,true,false,Do Not Notify,?,?,?,?,code 15,Resolved by 20,4/3/2016 17:33,9/3/2016 18:00
INC0000778,Active,true,0,0,1,true,Caller 1129,?,1/3/2016 14:56,Created by 89,1/3/2016 15:03,Updated by 95,1/3/2016 16:10,Phone,Location 93,Category 45,Subcategory 229,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 22,true,false,Do Not Notify,?,?,?,?,code 15,Resolved by 20,4/3/2016 17:33,9/3/2016 18:00
INC0000778,Active,true,0,0,2,true,Caller 1129,?,1/3/2016 14:56,Created by 89,1/3/2016 15:03,Updated by 95,1/3/2016 16:24,Phone,Location 93,Category 45,Subcategory 229,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 22,true,false,Do Not Notify,?,?,?,?,code 15,Resolved by 20,4/3/2016 17:33,9/3/2016 18:00
INC0000778,Active,true,1,0,3,true,Caller 1129,?,1/3/2016 14:56,Created by 89,1/3/2016 15:03,Updated by 95,1/3/2016 16:24,Phone,Location 93,Category 45,Subcategory 229,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 15,Resolved by 20,4/3/2016 17:33,9/3/2016 18:00
INC0000778,Active,true,2,0,4,true,Caller 1129,?,1/3/2016 14:56,Created by 89,1/3/2016 15:03,Updated by 451,4/3/2016 12:06,Phone,Location 93,Category 45,Subcategory 229,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 22,true,false,Do Not Notify,?,?,?,?,code 15,Resolved by 20,4/3/2016 17:33,9/3/2016 18:00
INC0000778,Resolved,true,2,0,5,true,Caller 1129,?,1/3/2016 14:56,Created by 89,1/3/2016 15:03,Updated by 95,4/3/2016 17:33,Phone,Location 93,Category 45,Subcategory 229,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 22,true,false,Do Not Notify,?,?,?,?,code 15,Resolved by 20,4/3/2016 17:33,9/3/2016 18:00
INC0000778,Closed,false,2,0,6,true,Caller 1129,?,1/3/2016 14:56,Created by 89,1/3/2016 15:03,Updated by 908,9/3/2016 18:00,Phone,Location 93,Category 45,Subcategory 229,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 22,true,false,Do Not Notify,?,?,?,?,code 15,Resolved by 20,4/3/2016 17:33,9/3/2016 18:00
INC0000780,New,true,0,0,0,true,Caller 540,Opened by  386,1/3/2016 14:57,Created by 167,1/3/2016 15:02,Updated by 723,1/3/2016 15:02,Phone,Location 108,Category 53,Subcategory 117,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 34,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 33,1/3/2016 17:19,6/3/2016 18:00
INC0000780,Active,true,0,0,1,true,Caller 540,Opened by  386,1/3/2016 14:57,Created by 167,1/3/2016 15:02,Updated by 137,1/3/2016 15:18,Phone,Location 108,Category 53,Subcategory 117,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 34,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 33,1/3/2016 17:19,6/3/2016 18:00
INC0000780,Active,true,0,0,2,true,Caller 540,Opened by  386,1/3/2016 14:57,Created by 167,1/3/2016 15:02,Updated by 137,1/3/2016 17:18,Phone,Location 108,Category 53,Subcategory 117,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 34,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 33,1/3/2016 17:19,6/3/2016 18:00
INC0000780,Resolved,true,0,0,3,true,Caller 540,Opened by  386,1/3/2016 14:57,Created by 167,1/3/2016 15:02,Updated by 137,1/3/2016 17:19,Phone,Location 108,Category 53,Subcategory 117,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 34,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 33,1/3/2016 17:19,6/3/2016 18:00
INC0000780,Closed,false,0,0,4,true,Caller 540,Opened by  386,1/3/2016 14:57,Created by 167,1/3/2016 15:02,Updated by 908,6/3/2016 18:00,Phone,Location 108,Category 53,Subcategory 117,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 34,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 33,1/3/2016 17:19,6/3/2016 18:00
INC0000782,New,true,0,0,0,true,Caller 1953,?,1/3/2016 15:02,Created by 18,1/3/2016 15:11,Updated by 77,1/3/2016 15:11,Phone,Location 97,Category 42,Subcategory 31,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 3,Resolver 71,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 64,16/3/2016 15:24,24/3/2016 18:59
INC0000782,New,true,0,0,3,true,Caller 1953,?,1/3/2016 15:02,Created by 18,1/3/2016 15:11,Updated by 300,8/3/2016 11:19,Phone,Location 97,Category 42,Subcategory 31,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 3,Resolver 71,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 64,16/3/2016 15:24,24/3/2016 18:59
INC0000782,Resolved,true,0,0,4,true,Caller 1953,?,1/3/2016 15:02,Created by 18,1/3/2016 15:11,Updated by 300,8/3/2016 11:19,Phone,Location 97,Category 42,Subcategory 31,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 3,Resolver 71,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 64,16/3/2016 15:24,24/3/2016 18:59
INC0000782,Resolved,true,0,0,5,true,Caller 1953,?,1/3/2016 15:02,Created by 18,1/3/2016 15:11,Updated by 359,9/3/2016 08:21,Phone,Location 97,Category 42,Subcategory 31,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 3,Resolver 71,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 64,16/3/2016 15:24,24/3/2016 18:59
INC0000782,Resolved,true,0,0,10,true,Caller 1953,?,1/3/2016 15:02,Created by 18,1/3/2016 15:11,Updated by 300,16/3/2016 15:24,Phone,Location 97,Category 42,Subcategory 31,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 3,Resolver 71,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 64,16/3/2016 15:24,24/3/2016 18:59
INC0000782,Closed,false,0,0,11,false,Caller 1953,?,1/3/2016 15:02,Created by 18,1/3/2016 15:11,Updated by 908,24/3/2016 18:59,Phone,Location 97,Category 42,Subcategory 31,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 3,Resolver 71,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 64,16/3/2016 15:24,24/3/2016 18:59
INC0000783,New,true,0,0,0,true,Caller 399,?,1/3/2016 15:04,Created by 89,1/3/2016 15:10,Updated by 370,1/3/2016 15:10,Phone,Location 93,Category 34,Subcategory 154,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 196,23/3/2016 10:51,28/3/2016 10:59
INC0000783,New,true,1,0,1,true,Caller 399,?,1/3/2016 15:04,Created by 89,1/3/2016 15:10,Updated by 241,1/3/2016 15:17,Phone,Location 93,Category 34,Subcategory 154,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 215,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 196,23/3/2016 10:51,28/3/2016 10:59
INC0000783,New,true,2,0,2,true,Caller 399,?,1/3/2016 15:04,Created by 89,1/3/2016 15:10,Updated by 495,1/3/2016 16:24,Phone,Location 93,Category 34,Subcategory 154,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 9,Resolver 215,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 196,23/3/2016 10:51,28/3/2016 10:59
INC0000783,New,true,3,0,6,true,Caller 399,?,1/3/2016 15:04,Created by 89,1/3/2016 15:10,Updated by 370,11/3/2016 13:06,Phone,Location 93,Category 34,Subcategory 154,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 196,23/3/2016 10:51,28/3/2016 10:59
INC0000783,New,true,4,0,7,true,Caller 399,?,1/3/2016 15:04,Created by 89,1/3/2016 15:10,Updated by 507,11/3/2016 13:08,Phone,Location 93,Category 34,Subcategory 154,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 9,Resolver 215,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 196,23/3/2016 10:51,28/3/2016 10:59
INC0000783,New,true,5,0,8,true,Caller 399,?,1/3/2016 15:04,Created by 89,1/3/2016 15:10,Updated by 370,11/3/2016 14:23,Phone,Location 93,Category 34,Subcategory 154,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 196,23/3/2016 10:51,28/3/2016 10:59
INC0000783,New,true,6,0,9,true,Caller 399,?,1/3/2016 15:04,Created by 89,1/3/2016 15:10,Updated by 241,11/3/2016 14:33,Phone,Location 93,Category 34,Subcategory 154,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 215,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 196,23/3/2016 10:51,28/3/2016 10:59
INC0000783,New,true,7,0,10,true,Caller 399,?,1/3/2016 15:04,Created by 89,1/3/2016 15:10,Updated by 777,11/3/2016 16:10,Phone,Location 93,Category 34,Subcategory 154,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 215,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 196,23/3/2016 10:51,28/3/2016 10:59
INC0000783,New,true,8,0,11,true,Caller 399,?,1/3/2016 15:04,Created by 89,1/3/2016 15:10,Updated by 88,11/3/2016 16:34,Phone,Location 93,Category 34,Subcategory 154,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 196,23/3/2016 10:51,28/3/2016 10:59
INC0000783,New,true,9,0,12,true,Caller 399,?,1/3/2016 15:04,Created by 89,1/3/2016 15:10,Updated by 135,14/3/2016 08:14,Phone,Location 93,Category 34,Subcategory 154,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 9,Resolver 215,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 196,23/3/2016 10:51,28/3/2016 10:59
INC0000783,Active,true,9,0,14,true,Caller 399,?,1/3/2016 15:04,Created by 89,1/3/2016 15:10,Updated by 44,18/3/2016 12:27,Phone,Location 93,Category 34,Subcategory 154,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 9,Resolver 215,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 196,23/3/2016 10:51,28/3/2016 10:59
INC0000783,Active,true,9,0,16,true,Caller 399,?,1/3/2016 15:04,Created by 89,1/3/2016 15:10,Updated by 859,22/3/2016 18:26,Phone,Location 93,Category 34,Subcategory 154,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 9,Resolver 215,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 196,23/3/2016 10:51,28/3/2016 10:59
INC0000783,Active,true,10,0,17,true,Caller 399,?,1/3/2016 15:04,Created by 89,1/3/2016 15:10,Updated by 859,22/3/2016 18:26,Phone,Location 93,Category 34,Subcategory 154,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 196,23/3/2016 10:51,28/3/2016 10:59
INC0000783,Active,true,10,0,18,true,Caller 399,?,1/3/2016 15:04,Created by 89,1/3/2016 15:10,Updated by 833,23/3/2016 08:15,Phone,Location 93,Category 34,Subcategory 154,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 196,23/3/2016 10:51,28/3/2016 10:59
INC0000783,Active,true,10,0,19,true,Caller 399,?,1/3/2016 15:04,Created by 89,1/3/2016 15:10,Updated by 833,23/3/2016 08:15,Phone,Location 93,Category 34,Subcategory 154,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 196,23/3/2016 10:51,28/3/2016 10:59
INC0000783,Active,true,10,0,20,true,Caller 399,?,1/3/2016 15:04,Created by 89,1/3/2016 15:10,Updated by 833,23/3/2016 10:51,Phone,Location 93,Category 34,Subcategory 154,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 196,23/3/2016 10:51,28/3/2016 10:59
INC0000783,Resolved,true,10,0,21,true,Caller 399,?,1/3/2016 15:04,Created by 89,1/3/2016 15:10,Updated by 833,23/3/2016 10:51,Phone,Location 93,Category 34,Subcategory 154,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,true,true,Do Not Notify,?,?,?,?,code 6,Resolved by 196,23/3/2016 10:51,28/3/2016 10:59
INC0000783,Closed,false,10,0,22,false,Caller 399,?,1/3/2016 15:04,Created by 89,1/3/2016 15:10,Updated by 908,28/3/2016 10:59,Phone,Location 93,Category 34,Subcategory 154,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,true,true,Do Not Notify,?,?,?,?,code 6,Resolved by 196,23/3/2016 10:51,28/3/2016 10:59
INC0000784,New,true,0,0,0,true,Caller 3890,Opened by  221,1/3/2016 15:05,?,?,Updated by 908,1/3/2016 15:05,Phone,Location 68,Category 22,Subcategory 40,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 75,?,true,false,Do Not Notify,?,?,?,?,code 3,Resolved by 209,14/4/2016 15:24,19/4/2016 16:07
INC0000784,Active,true,0,0,6,true,Caller 3890,Opened by  221,1/3/2016 15:05,?,?,Updated by 44,19/3/2016 08:23,Phone,Location 68,Category 22,Subcategory 40,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 75,?,true,false,Do Not Notify,?,?,?,?,code 3,Resolved by 209,14/4/2016 15:24,19/4/2016 16:07
INC0000784,Active,true,0,0,10,true,Caller 3890,Opened by  221,1/3/2016 15:05,?,?,Updated by 875,30/3/2016 18:27,Phone,Location 68,Category 22,Subcategory 40,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 75,?,true,false,Do Not Notify,?,?,?,?,code 3,Resolved by 209,14/4/2016 15:24,19/4/2016 16:07
INC0000784,Awaiting User Info,true,0,0,11,true,Caller 3890,Opened by  221,1/3/2016 15:05,?,?,Updated by 875,30/3/2016 18:28,Phone,Location 68,Category 22,Subcategory 40,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 75,Resolver 230,true,false,Do Not Notify,?,?,?,?,code 3,Resolved by 209,14/4/2016 15:24,19/4/2016 16:07
INC0000784,Active,true,0,0,15,true,Caller 3890,Opened by  221,1/3/2016 15:05,?,?,Updated by 875,8/4/2016 19:13,Phone,Location 68,Category 22,Subcategory 40,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 75,Resolver 230,true,false,Do Not Notify,?,?,?,?,code 3,Resolved by 209,14/4/2016 15:24,19/4/2016 16:07
INC0000784,Resolved,true,0,0,17,true,Caller 3890,Opened by  221,1/3/2016 15:05,?,?,Updated by 875,14/4/2016 15:24,Phone,Location 68,Category 22,Subcategory 40,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 75,Resolver 230,true,true,Do Not Notify,?,?,?,?,code 3,Resolved by 209,14/4/2016 15:24,19/4/2016 16:07
INC0000784,Closed,false,0,0,18,false,Caller 3890,Opened by  221,1/3/2016 15:05,?,?,Updated by 908,19/4/2016 16:07,Phone,Location 68,Category 22,Subcategory 40,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 75,Resolver 230,true,true,Do Not Notify,?,?,?,?,code 3,Resolved by 209,14/4/2016 15:24,19/4/2016 16:07
INC0000785,Active,true,0,0,0,true,Caller 505,?,1/3/2016 15:11,Created by 18,1/3/2016 15:17,Updated by 77,1/3/2016 15:17,Phone,Location 93,Category 26,Subcategory 175,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 188,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 196,9/3/2016 15:57,24/3/2016 18:40
INC0000785,Awaiting User Info,true,0,0,1,true,Caller 505,?,1/3/2016 15:11,Created by 18,1/3/2016 15:17,Updated by 735,3/3/2016 15:25,Phone,Location 93,Category 26,Subcategory 175,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 188,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 196,9/3/2016 15:57,24/3/2016 18:40
INC0000785,Awaiting User Info,true,0,0,3,true,Caller 505,?,1/3/2016 15:11,Created by 18,1/3/2016 15:17,Updated by 833,9/3/2016 12:16,Phone,Location 93,Category 26,Subcategory 175,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 188,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 196,9/3/2016 15:57,24/3/2016 18:40
INC0000785,Awaiting User Info,true,1,0,4,true,Caller 505,?,1/3/2016 15:11,Created by 18,1/3/2016 15:17,Updated by 833,9/3/2016 13:09,Phone,Location 93,Category 26,Subcategory 175,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 196,9/3/2016 15:57,24/3/2016 18:40
INC0000785,Awaiting User Info,true,1,0,5,true,Caller 505,?,1/3/2016 15:11,Created by 18,1/3/2016 15:17,Updated by 833,9/3/2016 15:56,Phone,Location 93,Category 26,Subcategory 175,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 196,9/3/2016 15:57,24/3/2016 18:40
INC0000785,Active,true,1,0,6,true,Caller 505,?,1/3/2016 15:11,Created by 18,1/3/2016 15:17,Updated by 833,9/3/2016 15:56,Phone,Location 93,Category 26,Subcategory 175,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 196,9/3/2016 15:57,24/3/2016 18:40
INC0000785,Active,true,1,0,7,true,Caller 505,?,1/3/2016 15:11,Created by 18,1/3/2016 15:17,Updated by 833,9/3/2016 15:57,Phone,Location 93,Category 26,Subcategory 175,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 196,9/3/2016 15:57,24/3/2016 18:40
INC0000785,Resolved,true,1,0,8,true,Caller 505,?,1/3/2016 15:11,Created by 18,1/3/2016 15:17,Updated by 833,9/3/2016 15:57,Phone,Location 93,Category 26,Subcategory 175,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 196,9/3/2016 15:57,24/3/2016 18:40
INC0000785,Closed,false,1,0,9,false,Caller 505,?,1/3/2016 15:11,Created by 18,1/3/2016 15:17,Updated by 908,24/3/2016 18:40,Phone,Location 93,Category 26,Subcategory 175,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 196,9/3/2016 15:57,24/3/2016 18:40
INC0000786,New,true,0,0,0,true,Caller 5348,Opened by  386,1/3/2016 15:12,Created by 167,1/3/2016 15:29,Updated by 723,1/3/2016 15:29,Phone,Location 93,Category 45,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,?,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 166,3/3/2016 10:18,8/3/2016 11:00
INC0000786,Resolved,true,0,0,1,true,Caller 5348,Opened by  386,1/3/2016 15:12,Created by 167,1/3/2016 15:29,Updated by 699,3/3/2016 10:18,Phone,Location 93,Category 45,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,?,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 166,3/3/2016 10:18,8/3/2016 11:00
INC0000786,Closed,false,0,0,2,true,Caller 5348,Opened by  386,1/3/2016 15:12,Created by 167,1/3/2016 15:29,Updated by 908,8/3/2016 11:00,Phone,Location 93,Category 45,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,?,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 166,3/3/2016 10:18,8/3/2016 11:00
